No.,チャンネル,動画番号,動画ID,YouTubeID,タイトル,台本,台本番号,作成フラグ,進捗,品質チェック結果,文字数,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,更新日時,音声整形,音声検証,音声生成,音声品質,DALL-Eプロンプト（URL・テキスト指示込み）,台本パス
196,CH01,196,CH01-196,,【嫉妬の正体】他人を羨む心が消える、ブッダの驚くべき思考法,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/196/content/assembled.md,CH01-196,,pending: 0/0完了,,63,人を羨むのは、もう終わり。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。色とりどりの花が咲く花畑。どの花も他と比べず、自分の色で咲いている。画面中央に「人を羨むのは、もう終わり。」という文字。美しく肯定的なスタイル。,嫉妬という苦しみから解放し、自分の幸せに気づかせる。,SNSなどで他人のキラキラした生活を見て落ち込む人,【導入】「隣の芝生は青い」。他人と比べて落ち込む心理。 【本題】嫉妬は、自分にないものへの執着。しかし、他人には他人の苦しみがある（四苦八苦）。見えている表面だけが全てではない。 【結論】自分だけの花を咲かせよう（天上天下唯我独尊）。比較をやめた瞬間、心は自由になる。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/196/content/assembled.md
197,CH01,197,CH01-197,,【許さなくていい】ブッダが教える「許せない相手」との正しい決別方法,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/197/content/assembled.md,CH01-197,,pending: 0/0完了,,67,無理に許さなくていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。重い鎖（恨み）を解き放ち、背を向けて歩き出す人物。表情は晴れやか。画面中央に「無理に許さなくていい。」という文字。癒しと解放のスタイル。,「許さなければならない」という道徳観に苦しむ人を解放する。,過去のトラウマや、酷い仕打ちを忘れられない人,【導入】許せない自分を責めていませんか？ 【本題】無理に許す必要はない。許せないという感情を認める（ありのまま）。ただし、執着して恨み続けるのは自分を傷つける。 【結論】「許す」のではなく「忘れる」「関心をなくす」。心のフォルダから削除することが、本当の決別。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/197/content/assembled.md
198,CH01,198,CH01-198,,【貧乏神が好む】お金が逃げていく人の共通点５選。金運を上げる意外な方法｜ブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/198/content/assembled.md,CH01-198,,pending: 0/0完了,,76,その言葉、不幸を呼びます。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。口から黒い霧（悪い言葉）が出ている人物と、その周りの花が枯れていく様子。言葉の影響力を可視化。画面中央に「その言葉、不幸を呼びます。」という文字。警告的なスタイル。,『お金』テーマは再生数が安定しやすい。ただし、単なる「稼ぐ方法」ではなく、仏教的な視点から「貧乏神に好かれる（＝お金が逃げる）マインド」を指摘し、逆説的に豊かになる方法（布施、知足）を説く。お金への執着を手放すことで、結果的にお金が巡ってくるというパラダイムシフトを起こす。,全世代。老後資金に不安がある人、金運を上げたい人。「一生懸命節約しているのにお金がたまらない」と悩んでいる人。,1. 導入 - 一生懸命働いて、節約もしているのに、なぜかお金がたまらない。 - それは、あなたの家に「貧乏神」が住み着いているからかもしれない。 - 貧乏神は、汚い場所と、ある「特定の心」を持った人が大好き。 - 結論：貧乏神を追い出し、福の神（金運）を招くには、心のあり方を変える必要がある。 2. 貧乏神が好む人の共通点（5選） - ①「ない」ばかり数える（不足への執着）。 - 「お金がない」「時間がない」が口癖。 - 仏教視点：足るを知る（知足）の欠如。餓鬼道（がきどう）の精神。 - ② 支払う時に嫌な顔をする（感謝の欠如）。 - お金が出ていくことに痛みを感じる。 - お金は「エネルギー」。嫌な顔で出すと、戻ってこない。 - ③ 部屋（特に水回り）が汚い。 - 貧乏神は不浄を好む。トイレや玄関が汚いと、金運の通り道が塞がれる。 - ④ 「くれくれ」精神（奪う心）。 - 無料のものばかり欲しがる。自分からは与えない。 - 仏教視点：布施（与えること）の逆を行く行為。 - ⑤ 自分を粗末に扱っている。 - ボロボロの財布、欠けた食器を使っている。 - 「私なんてこれくらいでいい」という自己卑下が、貧しさを引き寄せる。 3. ブッダの教え：金運を上げる意外な方法 - 概念①：『布施（ふせ）』 - 出す（与える）から、入ってくる（出入り口の法則）。 - お金がなくてもできる「無財の七施」（笑顔、優しい言葉）。 - 先に与える人が、豊かさを受け取る。 - 概念②：『知足（ちそく）』 - 「足るを知る者は富む」。 - 今あるものに感謝できる人は、心が豊かであり、その豊かさが現実の富を引き寄せる。 4. 具体的なアクション - ① 支払う時に心の中で「ありがとう」と言う（感謝して送り出す）。 - ② トイレ掃除をする（不浄を清める）。 - ③ コンビニ募金など、少額でも「寄付」をする（執着を手放す練習）。 5. 締め - お金は、あなたを幸せにするための道具であり、エネルギー。 - 執着を手放し、感謝して循環させる人のところに、お金は仲間を連れて戻ってくる。 - あなた自身が「歩くパワースポット」になれば、貧乏神は逃げ出し、福の神がやってくる。 参考情報（リサーチ結果）： - 貧乏神の特徴：言い訳、不潔、感謝がない、奪う（テイカー）。 - 仏教：お金への執着（貪欲）が苦しみを生む。 - 布施：見返りを求めずに与えること（三輪空）。 - 知足：満足することを知る。 トーン＆マナー： - お金の話だが、いやらしくなく、上品で精神的な深みのあるトーン。 - 「清貧」を勧めるのではなく、「豊かな心」が「豊かな現実」を作ると説く。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/198/content/assembled.md
199,CH01,199,CH01-199,,【優しさが仇になる】「いい人」をやめれば、人生はすべてうまくいく,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/199/content/assembled.md,CH01-199,,pending: 0/0完了,,66,「いい人」は、もうやめなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。仮面（いい人の笑顔）を外し、素顔で堂々と立つ人物。自分らしさの回復。画面中央に「『いい人』は、もうやめなさい。」という文字。力強く応援するスタイル。,都合のいい人になってしまっている人に、自分軸を持つことの大切さを伝える。,断れない人、他人の顔色ばかり伺う人,【導入】人に尽くしてばかりで、自分が疲弊していませんか？ 【本題】自己犠牲は美徳ではない。自分が満たされてこそ、他者を幸せにできる（自利利他）。嫌われる勇気を持つ。 【結論】「いい人」を卒業し、「自分を大切にする人」になろう。それが本当の幸せへの道。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/199/content/assembled.md
200,CH01,200,CH01-200,,【60代からの生き方】「何もしない」が正解。ブッダが説く、最高の老後,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/200/content/assembled.md,CH01-200,,pending: 0/0完了,,68,何もしない、が最高の幸せ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。縁側で猫と一緒に日向ぼっこをしている高齢者。時間はゆっくり流れている。画面中央に「何もしない、が最高の幸せ。」という文字。のんびりとした癒しのスタイル。,生産性や役割から解放され、ただ存在することの尊さを伝える。,定年後、何をしていいか分からず焦っている人,【導入】毎日何もしないことに罪悪感を感じていませんか？ 【本題】「Doing（すること）」から「Being（あること）」へ。ただ呼吸し、生きているだけで素晴らしい。ブッダの瞑想的生活。 【結論】何もしない贅沢を味わおう。焦らず、比べず、ただ穏やかに生きるのが最高の老後。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/200/content/assembled.md
201,CH01,201,CH01-201,,【捨てれば入る】50代から運気が爆上がりする「執着の手放し方」,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/201/content/assembled.md,CH01-201,,pending: 0/0完了,,65,捨てれば、運気は上がる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。両手いっぱいの荷物を手放し、空いた手で天からの光を受け取る人物。開放感と希望。画面中央に「捨てれば、運気は上がる。」という文字。明るくポジティブなスタイル。,モノや人間関係、過去への執着を手放すことで、新しい運気が入ってくることを説く。,人生が停滞していると感じる人、モノが捨てられない人,【導入】人生が重苦しい、うまくいかないと感じる時。 【本題】コップがいっぱいでは新しい水は入らない。執着（渇愛）が苦しみの原因。捨てることは失うことではなく、スペースを作ること。 【結論】勇気を持って手放そう。空いたスペースに、想像以上の幸運が舞い込む。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/201/content/assembled.md
202,CH01,202,CH01-202,,【最高の復讐】嫌いな人を一瞬で黙らせる、ブッダの「無視」の技術,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/202/content/assembled.md,CH01-202,,pending: 0/0完了,,65,無視こそ、最高の復讐。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。怒り狂う相手を、涼しい顔でスルーして通り過ぎる人物。相手は虚空を殴っている。画面中央に「無視こそ、最高の復讐。」という文字。クールで痛快なスタイル。,攻撃してくる人への対処法として、反応しないことの有効性を説く。,嫌がらせやマウントに悩む人,【導入】嫌なことを言われて、言い返したい、ギャフンと言わせたい。 【本題】相手はあなたの反応を楽しんでいる。反応しないこと（無視）が、相手にとって最大のダメージ。ブッダの「贈り物をあけなければ、それは相手のもの」の逸話。 【結論】相手と同じ土俵に立たない。優雅に無視して、自分の幸せに集中しよう。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/202/content/assembled.md
203,CH01,203,CH01-203,,【苦しみの終わり】「もう限界」と思った時に見る、心が軽くなるブッダの教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/203/content/assembled.md,CH01-203,,pending: 0/0完了,,70,もう、頑張らなくていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。暗いトンネルの出口から光が差し込み、うずくまる人物を照らしている。救済と希望。画面中央に「もう、頑張らなくていい。」という文字。優しく包み込むスタイル。,人生に絶望しかけている人に、寄り添いと救いの言葉を届ける。,精神的に追い詰められている人、うつ気味の人,【導入】生きるのが辛い、もう逃げ出したいと思う夜。 【本題】人生は苦である（一切皆苦）。そう認めることで楽になる。永遠に続く苦しみはない（諸行無常）。夜明け前が一番暗い。 【結論】休んでいい。逃げてもいい。命さえあれば、何度でもやり直せる。ブッダの慈悲。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/203/content/assembled.md
204,CH01,204,CH01-204,,【縁切りのススメ】離れるだけで運気が上がる、悪縁の特徴,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/204/content/assembled.md,CH01-204,,pending: 0/0完了,,61,その縁、切れば運気が上がる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。濁った水から上がり、清らかな水辺へと移動する魚。環境の変化による浄化。画面中央に「その縁、切れば運気が上がる。」という文字。清涼感のあるスタイル。,悪縁を断ち切る勇気を与え、環境を変えることの重要性を説く。,腐れ縁や、なんとなく付き合っている関係に違和感がある人,【導入】一緒にいると疲れる、運が悪くなる気がする相手。 【本題】人との縁はエネルギーの交流。悪いエネルギー（愚痴、嫉妬、怠惰）を持つ人とは離れるべき。環境が人を作る。 【結論】縁切りは、新しい良縁を呼び込むための儀式。勇気を持って手放そう。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/204/content/assembled.md
205,CH01,205,CH01-205,,【貧乏神が逃げていく】お金に好かれる人が密かにやっている「感謝」の習慣,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/205/content/assembled.md,CH01-205,,pending: 0/0完了,,69,感謝すれば、お金は集まる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。笑顔で財布を開く人物。その周りに金色の光（豊かさ）が集まってくる。画面中央に「感謝すれば、お金は集まる。」という文字。豊かさと幸福感のあるスタイル。,金運と心の持ちようの関連性を説き、感謝の実践を勧める。,お金の不安がある人、金運を上げたい人,【導入】節約ばかりしているのに、なぜかお金がたまらない。 【本題】お金は感謝のエネルギー。支払う時に「ありがとう」と言えるか。足るを知る（知足）心に、豊かさは集まる。 【結論】お金への執着を捨て、感謝して循環させる。すると、貧乏神は居心地が悪くなって逃げていく。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/205/content/assembled.md
206,CH01,206,CH01-206,,【病は気から】心の毒を出し切れば、体はみるみる若返る,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/206/content/assembled.md,CH01-206,,pending: 0/0完了,,60,心の毒を出せば、若返る。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。体の中から黒い煙（毒）が抜け出て、全身が光り輝く人物。健康と若返り。画面中央に「心の毒を出せば、若返る。」という文字。健康的で爽やかなスタイル。,心身一如の考え方に基づき、心の健康が体の健康に繋がることを説く。,原因不明の不調に悩む人、健康になりたい人,【導入】検査しても異常はないのに、体がだるい、痛い。 【本題】怒りや悲しみ、ストレスは体内に毒素として溜まる。心身一如。心を浄化することが、最高の健康法。 【結論】感情を溜め込まず、吐き出そう。心が軽くなれば、体も羽が生えたように軽くなる。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/206/content/assembled.md
207,CH01,207,CH01-207,,【過去はゴミ】終わったことをクヨクヨ悩まない、ブッダの「忘れる」力,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/207/content/assembled.md,CH01-207,TRUE,作成済み,,67,過去は捨てなさい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。大きなゴミ袋（過去）をゴミ捨て場に置き、手ぶらで歩き出す人物。清々しい後ろ姿。画面中央に「過去は捨てなさい。」という文字。断捨離と再出発のスタイル。,過去の失敗や栄光に囚われず、今を生きることの大切さを説く。,過去を振り返ってばかりいる人,【導入】「あの頃はよかった」「あんなことしなければ」という後悔。 【本題】過去はもう存在しない幻。ゴミを抱えて生きてはいけない。今、この瞬間だけが真実（刹那）。 【結論】過去をゴミ箱に捨てて、身軽になろう。今日という新しい一日を、真っ白な気持ちで始めよう。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/207/content/assembled.md
208,CH01,208,CH01-208,,【見下してくる人へ】相手にするな。哀れな人への「慈悲の視線」,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/208/content/assembled.md,CH01-208,,pending: 0/0完了,,64,見下す人は、哀れな人。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。吠え立てる小型犬（見下す人）を、優しく見下ろすライオン（自分）。器の大きさの違い。画面中央に「見下す人は、哀れな人。」という文字。威厳と余裕のあるスタイル。,マウントを取ってくる人への心理的優位性を保つ方法。,人に見下されて悔しい思いをしている人,【導入】上から目線で物を言ってくる人へのイライラ。 【本題】人を見下すのは、自信のなさの裏返し。劣等感の塊。そんな相手に怒るのではなく、「可哀想な人だ」と慈悲の目で見ること。 【結論】同じ土俵に上がらない。あなたはあなたの価値を知っていればいい。堂々としていよう。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/208/content/assembled.md
209,CH01,209,CH01-209,,【不安消滅】老後の不安が嘘のように消える、ブッダの「今ここ」の教え,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/209/content/assembled.md,CH01-209,,pending: 0/0完了,,67,老後の不安は、幻想です。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。霧が晴れて、美しい景色が広がる様子。不安の解消。画面中央に「老後の不安は、幻想です。」という文字。希望と安心感のスタイル。,将来への漠然とした不安を取り除き、現在に集中させる。,年金、健康、孤独など、老後の心配が尽きない人,【導入】まだ起きてもいないことを心配して、今日を暗くしていませんか？ 【本題】不安は心が作り出した妄想。未来は誰にも分からない。確かなのは「今、生きている」ことだけ。今を大切に生きれば、未来は自然と良くなる。 【結論】不安の雲を払い、今の光を浴びよう。一日一日を丁寧に生きることが、最強の老後対策。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/209/content/assembled.md
210,CH01,210,CH01-210,,【家族でも距離を置け】一緒にいると不幸になる家族の特徴５選,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/210/content/assembled.md,CH01-210,,pending: 0/0完了,,63,家族でも、縁を切っていい。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。絡まった赤い糸（家族の縁）を、ハサミで断ち切ろうとする手。その先には光がある。画面中央に「家族でも、縁を切っていい。」という文字。決断と解放を感じさせるスタイル。,家族だからという理由で犠牲になっている人を救う。適切な距離感を提案。,毒親、依存する子供、不仲な兄弟に悩む人,【導入】家族だから仲良くしなければならないという呪縛。 【本題】家族でも魂は別個の存在。互いに依存し、傷つけ合う関係（共依存）は不幸。ブッダも出家し、家族と距離を置いた。 【結論】物理的・精神的な距離を取ることは、冷淡さではなく、互いのための慈悲。,2025-11-22 09:28:01,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/210/content/assembled.md
211,CH01,211,CH01-211,,【人間関係の整理】「縁を切るべき人」の特徴５選｜あなたの運気を吸い取る疫病神,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/211/content/assembled.md,CH01-211,,pending: 0/0完了,,72,今すぐ、離れろ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。黒い影のような人物が、主人公の光を吸い取ろうとしているが、主人公が冷徹に背を向けて去る様子。決別。画面中央に「今すぐ、離れろ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,情に流されず、悪縁を断ち切る勇気を持たせる。,腐れ縁や、一緒にいて疲れる相手との関係に悩んでいる人。,【導入】あなたの周りに、会うだけでどっと疲れる人はいませんか？【本題】それは「エネルギーバンパイア」です。①否定ばかりする②自分の話しかしない③恩を仇で返す。彼らを変えることは不可能です。【結論】物理的に距離を置くこと。それが唯一の解決策であり、自分を守る最強の手段です。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/211/content/assembled.md
212,CH01,212,CH01-212,,【賢者の沈黙】なぜ賢い人は「言い返さない」のか？バカを相手にしない技術,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/212/content/assembled.md,CH01-212,,pending: 0/0完了,,69,バカとは、戦うな。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。怒り狂う相手を、涼しい顔で見下ろしている賢者。相手の声が届いていない様子。画面中央に「バカとは、戦うな。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,議論や争いの無意味さを説き、スルーする力を養う。,理不尽な攻撃や、話の通じない相手にイライラしている人。,【導入】議論に勝っても、あなたは負けています。【本題】愚かな人と戦うと、あなたも同じレベルに引きずり下ろされます。沈黙は「同意」ではなく「相手にしていない」という最強の侮辱。【結論】同じ土俵に立たない。無視こそが、賢者の剣です。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/212/content/assembled.md
213,CH01,213,CH01-213,,【孤独の正体】群れる羊になるな。孤高のライオンとして生きる覚悟,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/213/content/assembled.md,CH01-213,,pending: 0/0完了,,65,群れるな、孤高であれ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。群衆が同じ方向へ歩く中、一人だけ逆方向へ堂々と歩くライオンのような人物。画面中央に「群れるな、孤高であれ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,孤独への恐怖を払拭し、個としての強さを肯定する。,周りに合わせてばかりで、自分を見失っている人。,【導入】「みんなと一緒」で安心していませんか？それは思考停止です。【本題】群れの中に成功者はいません。孤独は、自分自身と深く対話できる選ばれし者の特権。ブッダも「犀の角のようにただ独り歩め」と説きました。【結論】孤独を恐れるな。それはあなたが強くなった証拠です。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/213/content/assembled.md
214,CH01,214,CH01-214,,【復讐の心理学】嫌いな人を一番苦しめる「最高の復讐」とは？,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/214/content/assembled.md,CH01-214,TRUE,作成済み,,63,復讐は、忘れ去ること。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。過去の敵が悔しそうに見ている前で、主人公が全く気づかずに幸せそうに笑っている様子。画面中央に「復讐は、忘れ去ること。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,直接的な報復ではなく、無関心こそが最大のダメージであることを説く。,過去の恨みが消えず、復讐したいと思っている人。,【導入】あいつを見返したい、後悔させたい。そう思っていませんか？【本題】相手への怒りを持ち続けることは、相手に支配され続けていることと同じです。最高の復讐は、あなたが圧倒的に幸せになり、相手の存在を完全に忘れること。【結論】相手の記憶をあなたの人生から消去しましょう。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/214/content/assembled.md
215,CH01,215,CH01-215,,【期待しない生き方】「裏切られた」と嘆く前に捨てるべき３つの期待,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/215/content/assembled.md,CH01-215,,pending: 0/0完了,,66,期待こそ、地獄。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。重い荷物（期待）を崖から投げ捨て、身軽になって空を飛ぶ人物。解放感。画面中央に「期待こそ、地獄。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,他者への期待が苦しみの根源であることを理解させる。,「してあげたのに」という不満を持ちやすい人。,【導入】なぜ人は裏切られると傷つくのか。それは勝手に期待しているからです。【本題】「わかってくれるはず」「返してくれるはず」。それはあなたのエゴです。他人はコントロールできません。【結論】期待を捨てれば、心は鉄壁になります。誰もあなたを傷つけられません。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/215/content/assembled.md
216,CH01,216,CH01-216,,【秘密の力】絶対に人に言ってはいけない「あなたの弱点」と「将来の計画」,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/216/content/assembled.md,CH01-216,TRUE,作成済み,,69,秘密は、武器だ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。口元に指を当てて「シーッ」としている賢者。その背後には輝く宝（秘密）が隠されている。画面中央に「秘密は、武器だ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,自己開示のリスクを説き、秘密を守る重要性を伝える。,つい自分のことを話しすぎて、後悔することが多い人。,【導入】正直者がバカを見る。これは真実です。【本題】弱みを見せればつけ込まれ、夢を語れば足を引っ張られます。沈黙は金、雄弁は銀。賢い人は、自分の手札を明かしません。【結論】ミステリアスであれ。底知れない人間だと思わせれば、人はあなたを畏怖します。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/216/content/assembled.md
217,CH01,217,CH01-217,,【善人の末路】「いい人」をやめないと、人生は搾取され続ける,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/217/content/assembled.md,CH01-217,TRUE,作成済み,,63,いい人は、損をする。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。操り人形の糸を自分で断ち切り、自由になる人物。搾取からの脱却。画面中央に「いい人は、損をする。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,都合のいい人からの脱却を促す。,頼み事を断れず、いつも損な役回りをしてしまう人。,【導入】あなたは「いい人」ですか？それとも「都合のいい人」ですか？【本題】自己犠牲は美徳ではありません。搾取する側は、あなたの良心につけ込みます。嫌われる勇気を持ち、NOと言うこと。【結論】自分の人生の主導権を取り戻せ。他人のための人生を生きるな。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/217/content/assembled.md
218,CH01,218,CH01-218,,【因果応報】他人を陥れた人間が迎える「惨めな末路」,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/218/content/assembled.md,CH01-218,,pending: 0/0完了,,59,悪は、必ず滅びる。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。悪人が自らの罠にかかり、暗闇へと落ちていく様子。上から光が差している。画面中央に「悪は、必ず滅びる。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,悪行は必ず自分に返ってくるという因果の理を説き、溜飲を下げる。,理不尽な目に遭い、正義が行われないことに憤っている人。,【導入】悪人がのさばる世の中、神も仏もないのか。【本題】因果応報は、忘れた頃にやってきます。天網恢恢疎にして漏らさず。彼らは自らの疑心暗鬼と恐怖によって、内側から自滅していきます。【結論】あなたは手を下す必要はありません。ただ、高みの見物をしていればいいのです。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/218/content/assembled.md
219,CH01,219,CH01-219,,【老後の後悔】死ぬ瞬間に「もっと冒険すればよかった」と泣かないために,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/219/content/assembled.md,CH01-219,,pending: 0/0完了,,68,安定は、退屈だ。,,,https://www.youtube.com/@himitu-o4p https://www.youtube.com/@shaka__namu YouTubeサムネイル画像。荒波に向かって船出する老人。その目は少年のように輝いている。画面中央に「安定は、退屈だ。」という文字。 文字は一切入れないでください。インパクト強く、水彩画と油絵を混ぜたような感じ。,安定志向への警鐘と、挑戦する人生の尊さを説く。,失敗を恐れて、新しいことに挑戦できない人。,【導入】墓場で一番多い言葉は「もっと〜しておけばよかった」です。【本題】失敗の痛みは一瞬ですが、やらなかった後悔は一生続きます。安定とは、緩やかな死です。ブッダは王子の地位を捨てて冒険に出ました。【結論】傷つくことを恐れるな。傷跡は、生きた証です。,2025-12-04 09:13:49,,,,,,/Users/dd/10_YouTube_Automation/factory_commentary/script_pipeline/data/CH01/219/content/assembled.md
