No.,チャンネル,動画番号,動画ID,台本番号,タイトル,進捗,作成フラグ,台本,品質チェック結果,文字数,更新日時,サムネタイトル上,サムネタイトル下,サムネ画像プロンプト（URL・テキスト指示込み）,企画意図,ターゲット層,具体的な内容（話の構成案）,DALL-Eプロンプト（URL・テキスト指示込み）,台本本文（冒頭サンプル）,音声整形,音声検証,音声生成,音声品質,納品,サムネタイトル,AI向け画像生成プロンプト (背景用),テキスト配置・デザイン指示 (人間/ツール向け),サムネ用DALL-Eプロンプト（URL・テキスト指示込み）,内容,動画内挿絵AI向けプロンプト（10個）,内容（企画要約）,台本パス,GPT用プロンプト（日本人シニア女性）,台本本文,GPT用プロンプト（日本人シニア女性）_1,悩みタグ_メイン,悩みタグ_サブ,ライフシーン,キーコンセプト,ベネフィット一言,たとえ話イメージ,説明文_リード,説明文_この動画でわかること,台本型
86,CH02,86,CH02-086,CH02-086,【後悔】過去の自分を裁く癖とフランクル,topic_research: pending,3,workspaces/scripts/CH02/086/content/assembled.md,未着手,8811,2026-01-04T10:34:16.485066Z,,,,思考疲れをフランクルの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ヴィクトール・フランクル『夜と霧』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】フランクルで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,頭の中の法廷。小さな過去の自分が証言台に立ち、上空の木槌が光の粒にほどけて消えていく。裁判台の奥に開いた扉から朝の光が差し込む。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,後悔は自傷,,,,,,,workspaces/scripts/CH02/086/content/assembled.md,,,,思考疲れ,モチベ低下,深夜のベッド,フランクル,考えを客観視できる,雑念を箱に入れる,思考疲れで眠れない夜に、フランクルの視点で心を整えます。,"・思考疲れが強くなる条件
・フランクルからの実践ステップ",kata2
87,CH02,87,CH02-087,CH02-087,【嫉妬】羨ましさが消えない夜とスピノザ,topic_research: pending,3,workspaces/scripts/CH02/087/content/assembled.md,未着手,9629,2026-01-04T10:34:16.485066Z,,,,自己肯定感をスピノザの視点で整理し、翌日ひとつ試せる形で着地させる。参考: スピノザ『エチカ』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】自己肯定感が出る夜の描写→【事例】週末のカフェのありがちな場面→【視点】スピノザで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,羨望の緑の煙が矢印の形になり、コンパスの針を動かしている。煙はプリズムを通ると虹色に分解され、「方向の情報」へ変わる。人物の表情は落ち着く。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,嫉妬は毒,,,,,,,workspaces/scripts/CH02/087/content/assembled.md,,,,自己肯定感,恋愛観,週末のカフェ,スピノザ,自分を責める癖が弱まる,割れた器を直す,自己肯定感で眠れない夜に、スピノザの視点で心を整えます。,"・自己肯定感が強くなる条件
・スピノザからの実践ステップ",kata1
88,CH02,88,CH02-088,CH02-088,【承認中毒】既読が来ない不安とラカン,topic_research: pending,3,workspaces/scripts/CH02/088/content/assembled.md,未着手,9791,2026-01-04T10:34:16.485066Z,,,,不安をラカンの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ラカン（他者の目／欲望の概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】不安が出る夜の描写→【事例】通勤のありがちな場面→【視点】ラカンで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,暗い部屋。スマホから無言の吹き出し（文字なし）が浮かび、細い糸で心臓に結びつこうとするが、糸はハサミで切られて水面に落ちる。心臓には小さな錨。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,既読は麻薬,,,,,,,workspaces/scripts/CH02/088/content/assembled.md,,,,不安,恋愛観,通勤,ラカン,不安の強度が下がる,荷物を棚に置く,不安で眠れない夜に、ラカンの視点で心を整えます。,"・不安が強くなる条件
・ラカンからの実践ステップ",kata1
89,CH02,89,CH02-089,CH02-089,【完璧主義】正しさがあなたを壊すカント,topic_research: pending,3,workspaces/scripts/CH02/089/content/assembled.md,未着手,8989,2026-01-04T10:34:16.485066Z,,,,思考疲れをカントの視点で整理し、翌日ひとつ試せる形で着地させる。参考: カント（義務の概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】書斎のありがちな場面→【視点】カントで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,完璧な格子状の定規とコンパスに囲まれた人物。硬い白い線が少しずつ柔らかな布のようにたわみ、結び目がほどける。胸の緊張がゆるむ瞬間。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,正しさがあなたを壊す,,,,,,,workspaces/scripts/CH02/089/content/assembled.md,,,,思考疲れ,完璧主義,書斎,カント,考えを客観視できる,雑念を箱に入れる,思考疲れで眠れない夜に、カントの視点で心を整えます。,"・思考疲れが強くなる条件
・カントからの実践ステップ",kata3
90,CH02,90,CH02-090,CH02-090,【比較地獄】SNSの勝敗が苦しいニーチェ,topic_research: pending,3,workspaces/scripts/CH02/090/content/assembled.md,未着手,8927,2026-01-04T10:34:16.485066Z,,,,自己肯定感をニーチェの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ニーチェ（価値創造の概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】自己肯定感が出る夜の描写→【事例】仕事終わりのありがちな場面→【視点】ニーチェで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,勝敗を象徴する高い表彰台（数字なし）から人物が静かに降り、金属の王冠とメダルを床に置く。背後の巨大なスマホ画面は暗くなり、周囲の光が消える。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,SNSは比較地獄,,,,,,,workspaces/scripts/CH02/090/content/assembled.md,,,,自己肯定感,モチベ低下,仕事終わり,ニーチェ,自分を責める癖が弱まる,割れた器を直す,自己肯定感で眠れない夜に、ニーチェの視点で心を整えます。,"・自己肯定感が強くなる条件
・ニーチェからの実践ステップ",kata2
91,CH02,91,CH02-091,CH02-091,【自意識】人の目が怖い夜とサルトル,topic_research: pending,3,workspaces/scripts/CH02/091/content/assembled.md,未着手,9491,2026-01-04T10:34:16.485066Z,,,,人間関係をサルトルの視点で整理し、翌日ひとつ試せる形で着地させる。参考: サルトル（まなざしの概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】人間関係が出る夜の描写→【事例】通勤のありがちな場面→【視点】サルトルで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,暗闇に浮かぶ無数の目のシルエットが観客席のように並び、スポットライトが人物を照らす。肩や手を縛る糸が切れて、目の影がぼやけて消える。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,人の目は呪い,,,,,,,workspaces/scripts/CH02/091/content/assembled.md,,,,人間関係,完璧主義,通勤,サルトル,人間関係が楽になる,距離を測る定規,人間関係で眠れない夜に、サルトルの視点で心を整えます。,"・人間関係が強くなる条件
・サルトルからの実践ステップ",kata3
92,CH02,92,CH02-092,CH02-092,【孤独の痛み】ひとりが怖い心とショーペンハウアー,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,孤独をショーペンハウアーの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ショーペンハウアー『孤独と人生』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】孤独が出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】ショーペンハウアーで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,夜の屋上。ひとりの人物が温かなランプと一冊の本に囲まれて静かに座り、周囲は広い星空。孤独の闇が安全な円になり、静けさが才能に変わる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,孤独は才能,,,,,,,,,,,孤独,モチベ低下,深夜のベッド,ショーペンハウアー,孤独の見方が変わる,窓辺の月,孤独で眠れない夜に、ショーペンハウアーの視点で心を整えます。,"・孤独が強くなる条件
・ショーペンハウアーからの実践ステップ",kata3
93,CH02,93,CH02-093,CH02-093,【境界線】優しさが搾取に変わるロジャーズ,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,人間関係をロジャーズの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ロジャーズ（来談者中心療法）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】人間関係が出る夜の描写→【事例】仕事終わりのありがちな場面→【視点】ロジャーズで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,手を差し出す人物と、もう一人。握手がホースのように変形しエネルギーが吸い取られそうになる瞬間、光のチョークで透明な境界線が引かれて止まる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,優しさは搾取される,,,,,,,,,,,人間関係,仕事疲れ,仕事終わり,ロジャーズ,人間関係が楽になる,傘をさす,人間関係で眠れない夜に、ロジャーズの視点で心を整えます。,"・人間関係が強くなる条件
・ロジャーズからの実践ステップ",kata1
94,CH02,94,CH02-094,CH02-094,【言葉の迷子】説明しすぎて伝わらないウィトゲンシュタイン,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,人間関係をウィトゲンシュタインの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ウィトゲンシュタイン（言語ゲーム）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】人間関係が出る夜の描写→【事例】通勤のありがちな場面→【視点】ウィトゲンシュタインで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,頭上に無数の吹き出し（文字なし）が絡まり迷路になる。人物が一つずつ消しゴムで消していき、最後に残った短い一つが澄んだ光を放つ。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,説明は逆効果,,,,,,,,,,,人間関係,仕事疲れ,通勤,ウィトゲンシュタイン,人間関係が楽になる,距離を測る定規,人間関係で眠れない夜に、ウィトゲンシュタインの視点で心を整えます。,"・人間関係が強くなる条件
・ウィトゲンシュタインからの実践ステップ",kata3
95,CH02,95,CH02-095,CH02-095,【決断疲れ】選べない日を救う行動経済学,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れを行動経済学の視点で整理し、翌日ひとつ試せる形で着地させる。参考: バリー・シュワルツ『選択のパラドックス』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】通勤のありがちな場面→【視点】行動経済学で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,無数の道標（文字なし）が立つ分岐点で、人物の頭上に迷路と天秤が浮かぶ。選択肢が渦になるが、手元のコインを一枚落とした瞬間、一本の道だけが明るくなる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,選べない脳,,,,,,,,,,,思考疲れ,仕事疲れ,通勤,行動経済学,考えを客観視できる,雑念を箱に入れる,思考疲れで眠れない夜に、行動経済学の視点で心を整えます。,"・思考疲れが強くなる条件
・行動経済学からの実践ステップ",kata1
96,CH02,96,CH02-096,CH02-096,【焦り】何者かになりたい夜とキルケゴール,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,不安をキルケゴールの視点で整理し、翌日ひとつ試せる形で着地させる。参考: キルケゴール『不安の概念』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】不安が出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】キルケゴールで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,巨大な砂時計の砂が速く落ち、人物が追いかける。砂は途中で水に変わり足元を冷やして焦りを鎮める。壁にはいくつもの仮面が並び、人物は立ち止まる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,焦りは幻想,,,,,,,,,,,不安,モチベ低下,深夜のベッド,キルケゴール,不安の強度が下がる,霧の中で灯りを見る,不安で眠れない夜に、キルケゴールの視点で心を整えます。,"・不安が強くなる条件
・キルケゴールからの実践ステップ",kata1
97,CH02,97,CH02-097,CH02-097,【虚しさ】頑張っても満たされないハイデガー,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れをハイデガーの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ハイデガー（不安の概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】仕事終わりのありがちな場面→【視点】ハイデガーで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,光るトロフィーの中が空洞で、持ち上げた瞬間に中から冷たい風が吹き抜ける。人物は胸の内の空洞を覗き込み、遠くの小さな灯りだけが揺れる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,虚しさは警報,,,,,,,,,,,思考疲れ,モチベ低下,仕事終わり,ハイデガー,考えを客観視できる,水面に石を落とす,思考疲れで眠れない夜に、ハイデガーの視点で心を整えます。,"・思考疲れが強くなる条件
・ハイデガーからの実践ステップ",kata2
98,CH02,98,CH02-098,CH02-098,【罪悪感】休むのが怖い人と仏教の無常,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,不安を無常の視点で整理し、翌日ひとつ試せる形で着地させる。参考: 仏教の無常観。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】不安が出る夜の描写→【事例】週末のカフェのありがちな場面→【視点】無常で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,ベッドに横たわる人物の体を「罪悪感」の鎖が縛るが、鎖は落ち葉のように崩れて風に散る。枕元に小さな仏像と砂時計（無常）。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,休む罪悪感,,,,,,,,,,,不安,仕事疲れ,週末のカフェ,無常,不安の強度が下がる,扉を閉める,不安で眠れない夜に、無常の視点で心を整えます。,"・不安が強くなる条件
・無常からの実践ステップ",kata3
99,CH02,99,CH02-099,CH02-099,【不眠】考えが止まらない夜に禅の呼吸,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れを禅の視点で整理し、翌日ひとつ試せる形で着地させる。参考: 数息観（呼吸の数え方）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】禅で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,夜の寝室。頭上に渦巻く思考の煙が、ゆっくりと呼吸に合わせて水鉢の中へ沈み、表面が鏡のように静まる。柔らかな月光。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,不眠は思考暴走,,,,,,,,,,,思考疲れ,夜型,深夜のベッド,禅,考えを客観視できる,道具箱を閉じる,思考疲れで眠れない夜に、禅の視点で心を整えます。,"・思考疲れが強くなる条件
・禅からの実践ステップ",kata3
100,CH02,100,CH02-100,CH02-100,【反芻】頭の中の独り言をほどくマインドフルネス,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れをマインドフルネスの視点で整理し、翌日ひとつ試せる形で着地させる。参考: ACT／マインドフルネス。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】マインドフルネスで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,頭の周りをぐるぐる回る細いリボン（独り言）が糸玉になり、人物が指でゆっくりほぐす。糸はほどけて床に落ち、空気が澄む。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,反芻は自傷,,,,,,,,,,,思考疲れ,夜型,深夜のベッド,マインドフルネス,考えを客観視できる,水面に石を落とす,思考疲れで眠れない夜に、マインドフルネスの視点で心を整えます。,"・思考疲れが強くなる条件
・マインドフルネスからの実践ステップ",kata2
101,CH02,101,CH02-101,CH02-101,【自己嫌悪】ミスを許せない心とセルフ・コンパッション,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,自己肯定感をセルフコンパッションの視点で整理し、翌日ひとつ試せる形で着地させる。参考: Kristin Neff（セルフ・コンパッション）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】自己肯定感が出る夜の描写→【事例】書斎のありがちな場面→【視点】セルフコンパッションで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,割れた器が金継ぎのように金で修復され、欠けが美しい線になる。そっと触れる両手。背景は夜の静けさと温かな灯り。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,ミスは罪じゃない,,,,,,,,,,,自己肯定感,完璧主義,書斎,セルフコンパッション,自分を責める癖が弱まる,毛布をかける,自己肯定感で眠れない夜に、セルフコンパッションの視点で心を整えます。,"・自己肯定感が強くなる条件
・セルフコンパッションからの実践ステップ",kata3
102,CH02,102,CH02-102,CH02-102,【過剰共感】他人に飲まれる心と愛着理論,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,人間関係を愛着理論の視点で整理し、翌日ひとつ試せる形で着地させる。参考: Bowlby（愛着理論）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】人間関係が出る夜の描写→【事例】仕事終わりのありがちな場面→【視点】愛着理論で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,人物の腕に他人の感情を象徴する重い水槽が絡みつき、胸まで沈みそう。人物がそれを静かに地面に置くと、水は透明な泡となり相手の影へ返っていく。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,他人に飲まれる心,,,,,,,,,,,人間関係,仕事疲れ,仕事終わり,愛着理論,人間関係が楽になる,傘をさす,人間関係で眠れない夜に、愛着理論の視点で心を整えます。,"・人間関係が強くなる条件
・愛着理論からの実践ステップ",kata1
103,CH02,103,CH02-103,CH02-103,【先延ばし】動けない理由をほどくアリストテレス,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れをアリストテレスの視点で整理し、翌日ひとつ試せる形で着地させる。参考: アリストテレス（アクラシアの概念）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】書斎のありがちな場面→【視点】アリストテレスで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,机の上の未完成の書類が石のように重く、足元に錨として沈む。人物が小さな一歩だけ動かすと、石は砂に変わって崩れる。背景に古代の巻物と時計の影。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,先延ばしは麻薬,,,,,,,,,,,思考疲れ,完璧主義,書斎,アリストテレス,考えを客観視できる,水面に石を落とす,思考疲れで眠れない夜に、アリストテレスの視点で心を整えます。,"・思考疲れが強くなる条件
・アリストテレスからの実践ステップ",kata3
104,CH02,104,CH02-104,CH02-104,【怒られ恐怖】叱責が怖い心とパヴロフ,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,不安を条件づけの視点で整理し、翌日ひとつ試せる形で着地させる。参考: パヴロフ（条件づけ）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】不安が出る夜の描写→【事例】通勤のありがちな場面→【視点】条件づけで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,暗い廊下。上から吊られたベルが鳴る瞬間（文字なし）、稲妻のような光が人物の背筋を走らせる。遠くに大きな権威の影、人物は条件反射で身をすくめる。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,叱責が脳を止める,,,,,,,,,,,不安,仕事疲れ,通勤,条件づけ,不安の強度が下がる,扉を閉める,不安で眠れない夜に、条件づけの視点で心を整えます。,"・不安が強くなる条件
・条件づけからの実践ステップ",kata3
105,CH02,105,CH02-105,CH02-105,【空回り】頑張りすぎる人を救うストア派の休息,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,思考疲れをストア派の視点で整理し、翌日ひとつ試せる形で着地させる。参考: マルクス・アウレリウス『自省録』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】思考疲れが出る夜の描写→【事例】仕事終わりのありがちな場面→【視点】ストア派で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,戦士の鎧が椅子にそっと置かれ、人物は肩の力を抜いて眠る。鎧の横に月桂冠と小さな哲学書。休息が強さを回復させる象徴。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,頑張りすぎは毒,,,,,,,,,,,思考疲れ,仕事疲れ,仕事終わり,ストア派,考えを客観視できる,道具箱を閉じる,思考疲れで眠れない夜に、ストア派の視点で心を整えます。,"・思考疲れが強くなる条件
・ストア派からの実践ステップ",kata3
106,CH02,106,CH02-106,CH02-106,【緊張】会話が怖い夜にアドラーの共同体感覚,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,人間関係を共同体感覚の視点で整理し、翌日ひとつ試せる形で着地させる。参考: アドラー（共同体感覚）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】人間関係が出る夜の描写→【事例】通勤のありがちな場面→【視点】共同体感覚で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,人物の喉に巻き付く透明な縄（会話の緊張）がゆるみ、呼吸が通る。周囲に小さな灯りの円（共同体感覚）ができ、人物がその中へ一歩踏み出す。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,会話恐怖の正体,,,,,,,,,,,人間関係,完璧主義,通勤,共同体感覚,人間関係が楽になる,距離を測る定規,人間関係で眠れない夜に、共同体感覚の視点で心を整えます。,"・人間関係が強くなる条件
・共同体感覚からの実践ステップ",kata3
107,CH02,107,CH02-107,CH02-107,【不安】最悪を決めつける癖とエリス,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,不安をREBTの視点で整理し、翌日ひとつ試せる形で着地させる。参考: Albert Ellis（REBT）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】不安が出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】REBTで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,頭上に「最悪」を断定する判子のような赤い印（文字なし）が押されそうになるが、人物がそれを外して机の引き出しにしまう。代わりに小さな可能性の光が点在。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,不安は決めつけ,,,,,,,,,,,不安,夜型,深夜のベッド,REBT,不安の強度が下がる,扉を閉める,不安で眠れない夜に、REBTの視点で心を整えます。,"・不安が強くなる条件
・REBTからの実践ステップ",kata1
108,CH02,108,CH02-108,CH02-108,【恥】失言が消えない夜とブレネー・ブラウン,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,自己肯定感を恥の研究の視点で整理し、翌日ひとつ試せる形で着地させる。参考: Brené Brown（恥と脆さ）。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】自己肯定感が出る夜の描写→【事例】深夜のベッドのありがちな場面→【視点】恥の研究で見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,強いスポットライトの下で小さく縮む人物。肩を覆う黒いマント（恥）が、ゆっくり柔らかな毛布に変わり、光もやわらぐ。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,恥は消えない,,,,,,,,,,,自己肯定感,仕事疲れ,深夜のベッド,恥の研究,自分を責める癖が弱まる,割れた器を直す,自己肯定感で眠れない夜に、恥の研究の視点で心を整えます。,"・自己肯定感が強くなる条件
・恥の研究からの実践ステップ",kata2
109,CH02,109,CH02-109,CH02-109,【微怒り】小さな苛立ちを鎮めるエピクテトス,topic_research: pending,3,,未着手,,2026-01-04T10:34:16.485066Z,,,,怒りをエピクテトスの視点で整理し、翌日ひとつ試せる形で着地させる。参考: エピクテトス『語録』。,頭の中がいつも騒がしく、自己理解や人間関係に悩む30〜50代。哲学や心理学で心を整理し、静かな感情の置き場を探している人。,【導入】怒りが出る夜の描写→【事例】通勤のありがちな場面→【視点】エピクテトスで見直す→【実践】3分でできる手順→【余韻】明日の自分へ一行。,ガラス瓶の中に小さな火花（微怒り）が溜まり、瓶が熱くなる。人物がふたを少し開けると、火花は金色の光粒になって夜空へ抜け、瓶は冷える。ドラマチックな光と陰影のシネマティック構図。油絵と水彩の質感。強いコントラストとビビッドな色彩。16:9。文字なし。,,,,,,,苛立ちは毒,,,,,,,,,,,怒り,仕事疲れ,通勤,エピクテトス,怒りを鎮められる,砂時計を伏せる,怒りで眠れない夜に、エピクテトスの視点で心を整えます。,"・怒りが強くなる条件
・エピクテトスからの実践ステップ",kata3
